ID,Date Reported,Description,Attack,Country,Link
94,10/03/23,Researchers from EcleticIQ reveal that the suspected government-backed hackers Dark Pink are attacking military and government organizations in South Asia with malware called KamiKakaBot that is designed to steal sensitive information.,Malware,>1,Link
95,10/03/23,Medical technology developer Zoll Medical notifies roughly one million individuals that their personal information might have been compromised in a recent data breach.,Unknown,US,Link
96,10/03/23,Florida Medical Clinic (FMC) files a notice of data breach after learning that unauthorized actors gained access to the FMC computer system following a ransomware attack.,Malware,US,Link
97,10/03/23,"Community Health Systems Professional Services Company (CHSPSC) files a notice of data breach after the organization learned that a cybersecurity event at Fortra, one of the company’s vendors, subjected patient information to unauthorized access.",CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,US,Link
98,10/03/23,The university hospital center (CHU) of Brest-Carhaix is the subject of a cyberattack.,Unknown,FR,Link
99,10/03/23,Wilkes-Barre Career and Technical Center in Pennsylvania reportedly thwarts a cyber attack with backup procedures and by shutting down its network.,Malware,US,Link
100,10/03/23,The Municipality of Turate in Italy is hit with a cyber attack.,Unknown,IT,Link
101,11/03/23,"CISA adds CVE-2020-5741, an almost three-year-old high-severity remote code execution (RCE) vulnerability in the Plex Media Server to its catalog of security flaws exploited in attacks.",CVE-2020-5741 Vulnerability,US,Link
102,11/03/23,The Clop ransomware gang begins extorting companies whose data was stolen using a zero-day vulnerability in the Fortra GoAnywhere MFT secure file-sharing solution.,CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,>1,Link
103,11/03/23,Centre Hospitalier Universitaire (CHU) Saint-Pierre in Belgium is hit with a cyber attack.,Unknown,BE,Link
104,11/03/23,The Grupo Hospitalar Vida is hit with a LockBit ransomware attack.,Malware,BR,Link
105,11/03/23,Schrader Camargo is listed in the site of the LockBit 3.0 ransomware gang.,Malware,CO,Link
106,11/03/23,"Bontà Viva, an Italian dairy, is listed in the site of the LockBit 3.0 ransomware gang.",Malware,IT,Link
107,12/03/23,"The ransomware operation known as Medusa begins to pick up steam in 2023, targeting corporate victims worldwide with million-dollar ransom demands.",Malware,>1,Link
108,12/03/23,"GSC Game World, the developer of the ‘STALKER 2: Heart of Chornobyl’ game, warns their systems were breached, allowing threat actors to steal game assets during the attack.",Account Takeover,UA,Link
109,12/03/23,Shopee and Carousell users in Taiwan are the victims of a phishing campaign.,Account Takeover,TW,Link
110,13/03/23,The National Cyber Security Centre-Estonia (NCSC-EE) reveals that the parliamentary elections were unsuccessfully targeted by cyberattacks.,Unknown,EE,Link
111,13/03/23,"Lending protocol Euler Finance is hit by a cryptocurrency flash loan attack, with the threat actor stealing $197 million in multiple digital assets.",Flash loan,N/A,Link
112,13/03/23,"Multiple security researchers and security companies report that threat actors are exploiting the Silicon Valley Bank collapse, registering suspicious domains that are very likely to be used in attacks.",Account Takeover,US,Link
113,13/03/23,The Play ransomware group adds the Dutch maritime logistics company Royal Dirkzwager to its list of its victims.,Malware,NL,Link
114,13/03/23,Microsoft warns of large-scale phishing attacks orchestrated with an open-source adversary-in-the-middle (AiTM) phishing kit available in the cybercrime ecosystem.,Account Takeover,>1,Link
115,13/03/23,"The KalvinSecurity hacker group shares hundreds of documents online containing information on the development of the Sputnik V COVID-19 vaccine, with some including the names of deceased participants of its clinical trials.",Unknown,RU,Link
116,13/03/23,Researchers from Trend Micro discover a new Emotet campaign using binary padding to avoid detection.,Malware,>1,Link
117,13/03/23,"Researchers from CloudSEK reveal that threat actors have been increasingly observed using AI-generated YouTube Videos to spread a variety of stealer malware such as Raccoon, RedLine, and Vidar.",Malware,>1,Link
118,13/03/23,"After an email phishing attack, AllCare Plus Pharmacy reports that 5,971 patients potentially had their protected health information (PHI) exposed.",Account Takeover,US,Link
119,13/03/23,"Lubrimetal, an Italian chemical firm, is hit with a LockBit ransomware attack.",Malware,IT,Link
120,13/03/23,The Guam Memorial Hospital is hit wth a cyber attack.,Unknown,US,Link
121,14/03/23,"Researchers from BlackBerry reveal that the Russian state-backed group known as Nobelium is behind recent attempted cyberattacks on diplomatic entities and government agencies in the European Union via phishing emails with a malicious document attached, using the Polish Foreign Minister’s recent visit to the US as a lure.",Targeted Attack,>1,Link
122,14/03/23,"Researchers from Cisco Talos discover a new threat actor named 'YoroTrooper' running cyber-espionage campaigns since at least June 2022, targeting government and energy organizations in Commonwealth of Independent States (CIS) countries, embassies and EU health care agency.",Targeted Attack,>1,Link
123,14/03/23,The  Federal Bureau of Investigation (FBI) reveals that Americans are increasingly targeted in 'pig butchering' cryptocurrency investment schemes.,Pig-butchering scam,US,Link
124,14/03/23,"Microsoft patches CVE-2023-24880, a zero-day used by attackers to circumvent the Windows SmartScreen cloud-based anti-malware service and deploy Magniber ransomware.",CVE-2023-24880 Vulnerability,CN HK KR MY SG TW EU,Link
125,14/03/23,"Microsoft patches an Outlook zero-day vulnerability (CVE-2023-23397) exploited by APT28, the hacking group linked to Russia's military intelligence service GRU to target European organizations.",CVE-2023-23397 Vulnerability,>1,Link
126,14/03/23,Cybersecurity company Rubrik confirms that its data was stolen using a zero-day vulnerability in the Fortra GoAnywhere secure file transfer platform.,CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,US,Link
127,14/03/23,"Independent Living Systems (ILS), a Miami-based healthcare administration and managed care solutions provider, discloses a data breach that exposed the personal information of 4,226,508 individuals.",Unknown,US,Link
128,14/03/23,"Researchers from Check Point reveal that the Android malware 'FakeCalls' is circulating again in South Korea, imitating phone calls for over 20 financial organizations and attempting to fool bankers into giving away their credit card details.",Malware,KR,Link
129,14/03/23,"The smart doorbell and security camera company Ring is allegedly hit with a BlackCat ransomware attack, despite the company denied it was hit.",Malware,US,Link
130,14/03/23,"Wymondham College, the largest state boarding school in the United Kingdom, announces that it had been hit by a “sophisticated cyberattack”.",Unknown,UK,Link
131,14/03/23,The LockBit ransomware group claims to have stolen valuable SpaceX files after breaching the systems of piece part production company Maximum Industries.,Malware,US,Link
132,14/03/23,"Researchers from ESET disclose a campaign by the notorious Chinese cyberespionage group known as Tick, targeting a data loss prevention (DLP) company that serves military and other government organizations.",Targeted Attack,N/A,Link
133,14/03/23,"Marshall, a British amplifier and speaker-cabinet maker, is added to the victim list of ransomware gang Black Basta’s dark-web blog.",Malware,UK,Link
134,14/03/23,"Researchers from Cyble discover GoatRAT, an Android banking Trojan targeting Brazilian banks.",Malware,BR,Link
135,14/03/23,"NorthStar Emergency Medical Services discloses a breach that might have given bad actors access to the records of more than 80,000 current and former patients.",Unknown,US,Link
136,14/03/23,Voya Financial Advisors (VFA) files a notice of data breach after learning that sensitive consumer information stored on the company’s computer system was accessible to an unauthorized party.,Account Takeover,US,Link
137,14/03/23,"Kernelware postes data from PetroVietnam, a state-owned oil and gas group.",Unknown,VN,Link
138,14/03/23,Kernelware posts data from Long Son Petrochemicals,Unknown,VN,Link
139,14/03/23,Kernelware postes data from POSCO Engineering & Construction.,Unknown,VN,Link
140,14/03/23,A threat actor leaks some data allegedly stolen from the Italian engineering company Fincantieri. A subsequent analysis reveals that the data was stolen from a third party.,Account Takeover,IT,Link
141,15/03/23,"Researchers from Crowdstrike discover The first known cryptojacking operation mining the Dero coin, targeting vulnerable Kubernetes container orchestrator infrastructure with exposed APIs.",Misconfiguration,>1,Link
142,15/03/23,"The CISA, FBI, and MS-ISAC reveal that a U.S. federal agency's Microsoft Internet Information Services (IIS) web server was hacked by exploiting a critical .NET deserialization vulnerability in the Progress Telerik UI for ASP.NET AJAX component.",CVE-2019-18935 vulnerability,US,Link
143,15/03/23,"CISA adds CVE-2023-26360, a critical vulnerability impacting Adobe ColdFusion versions 2021 and 2018, to its catalog of security bugs exploited in the wild.",CVE-2023-26360 Vulnerability,US,Link
144,15/03/23,A convincing Twitter scam is targeting bank customers by abusing the quote-tweet feature.,Account Takeover,>1,Link
145,15/03/23,"Researchers from Avast reveal that cybercriminals are abusing Adobe Acrobat Sign, an online document signing service, to distribute the redline info-stealing malware to unsuspecting users.",Malware,>1,Link
146,15/03/23,"An unknown hacker offers up a cache of 60GB of sensitive files, allegedly stolen from Deutsche Bank by the infamous LockBit ransomware gang.",Unknown,DE,Link
147,15/03/23,"Researchers from WithSecure discover a threat activity clusters affiliated with the Chinese and Russian cybercriminal ecosystems using SILKLOADER, a new piece of malware designed to load Cobalt Strike onto infected machines.",Malware,BR FR TW,Link
148,15/03/23,"Researchers from Check Point discover a new piece of malware dubbed dotRunpeX used to distribute numerous known malware families such as Agent Tesla, Ave Maria, BitRAT, FormBook, LokiBot, NetWire, Raccoon Stealer, RedLine Stealer, Remcos, Rhadamanthys, and Vidar.",Malware,>1,Link
149,15/03/23,Kroger Postal Prescription Services (Kroger PPS) files a notice of data breach after learning that confidential consumer information in the company’s possession was subject to unauthorized access.,Unknown,US,Link
150,15/03/23,The Health Sector Cybersecurity Coordination Center (HC3) issues a warning regarding the Black Basta ransomware group targeting the Healthcare sector.,Malware,US,Link
151,15/03/23,"A forum user on BreachForums lists data from the HLA Grupo Hospitalario in Spain for sale. The listing advertises 45,000 patient records and information on 1,600 doctors, with samples provided of each.",Misconfiguration,ES,Link
152,15/03/23,Autoridad de Acueductos y Alcantarillados (AAA) confirms it suffered a ransomware attack. The attack reportedly affects AAA’s electronic customer service systems.,Malware,PR,Link
153,15/03/23,"An attacker steals $390,000 from cross-chain platform Poolz Finance",Vulnerability,N/A,Link
154,15/03/23,The Municipality of Taggia in Italy is hit with a cyber attack.,Malware,IT,Link
155,15/03/23,Researchers from ReliaQuest discover a new campaign using Qbot distributing the Black Basta ransomware.,Malware,N/A,Link
156,15/03/23,Merritt Healthcare Advisors reports a phishing attack that exposed the data of some of its healthcare clients.,Account Takeover,US,Link
