"ID","Date Reported","Date Occurred","Date Discovered","Author","Target","Description","Attack","Target Class","Attack Class","Country","Link"
"17","17/03/2023","-","-","ShellBot (AKA PerlBot)","Misconfigured Linux SSH servers","Researchers from AhnLab discover a new variant of the ShellBot malware employed in a campaign that targets poorly managed Linux SSH servers.","Misconfiguration","Multiple Industries","Cyber Crime",">1","Link"
"18","17/03/2023","17/03/2023","17/03/2023","?","Paraspace","Security firm BlockSec prevents a hacker from stealing $5 million from the NFT lending project Paraspace.","Vulnerability","Fintech","Cyber Crime","N/A","Link"
"19","17/03/2023","29/08/2022","Between 27/08/2022 and 29/08/2022","?","Sunland Asphalt and Construction","Sunland Asphalt and Construction files a notice of data breach after learning that an unknown actor had gained access to certain parts of the Sunland network that stored confidential consumer information.","Unknown","Professional, scientific and technical","Cyber Crime","US","Link"
"20","17/03/2023","-","17/01/2023","?","Health Plan of San Mateo (HPSM)","The Health Plan of San Mateo files a notice of data breach after learning that an unauthorized party was able to access confidential member information stored in an employee’s email account.","Account Takeover","Human health and social work","Cyber Crime","US","Link"
"21","17/03/2023","-","31/10/2022","?","Virtual Private Network Solutions (VPN Solutions)","Associates in Dermatology (AID) files a notice of data breach after a ransomware attack targeting its vendor Virtual Private Network Solutions (VPN Solutions),","Malware","Professional, scientific and technical","Cyber Crime","US","Link"
"22","17/03/2023","From September 2021 to January 2023","22/02/2023","?","El Camino Health","El Camino Health investigates claims of a possible data breach.","Account Takeover","Human health and social work","Cyber Crime","US","Link"
"23","17/03/2023","17/03/2023","17/03/2023","?","Cooperativa de Electricidad Obras y Servicios Públicos de San Antonio de Areco (CEOSP)","The Cooperativa de Electricidad Obras y Servicios Públicos de San Antonio de Areco (CEOSP) posts a notice about a malware incident:","Malware","Electricity, gas steam, air conditioning","Cyber Crime","AR","Link"
"24","17/03/2023","Since early March 2023","During March 2023","Ursnif","Italian Taxpayers","The Italian taxpayers are the targets of a campaign distributing the Ursnif malware via fake notifications from the Italian Revenue Agency (Agenzia delle Entrate).","Malware","Individual","Cyber Crime","IT","Link"
"25","18/03/2023","Between 17/03/2023 and 18/03/2023","18/03/2023","?","General Bytes","Leading Bitcoin ATM maker General Bytes discloses that hackers stole cryptocurrency from the company and its customers using a zero-day vulnerability in its BATM management platform. $1.5M worth are stolen.","0-day Vulnerability","Manufacturing","Cyber Crime","US","Link"
"26","18/03/2023","18/11/2022","18/11/2022","?","CHC Montlégia","The CHC Montlégia in Liège is still down for a cyber attack suffered in November 2022.","Unknown","Human health and social work","Cyber Crime","BE","Link"
"27","18/03/2023","-","-","Clop (AKA Cl0p)","Zucchetti Kos","The Italian Zucchetti Kos, a manufacturer of sanitary taps, is hit by the Clop ransomware gang.","Malware","Manufacturing","Cyber Crime","IT","Link"
"28","19/03/2023","","","Vice Society","Puerto Rico Aqueduct and Sewer Authority (PRASA)","The Vice Society ransomware gang claims to have hit the Puerto Rico Aqueduct and Sewer Authority (PRASA)","Malware","Water supply, waste mgmt, remediation","Cyber Crime","US","Link"
"29","19/03/2023","-","-","?","Datatime","QIMR Berghofer, an Australian medical research institute, is hit by a data breach after Datatime, a technology company hired by QIMR, suffers a cyber attack.","Unknown","Professional, scientific and technical","Cyber Crime","AU","Link"
"30","19/03/2023","19/03/2023","19/03/2023","NoName057(16)","High Council of the Judiciary (Consiglio Superiore della Magistratura)","The High Council of the Judiciary is taken down by a DDoS attack launched by the hacktivists of the pro-Russian NoName057(16) collective.","DDoS","Public admin and defence, social security","Hacktivism","IT","Link"
"31","20/03/2023","During February 2023","During February 2023","?","Multiple organizations","Researchers from JFrog discover a sophisticated and highly-malicious attack targeting .NET developers via the NuGet repository, using sophisticated typosquatting techniques downloaded more than 150,000 times.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"32","20/03/2023","-","-","?","Ferrari","Ferrari discloses a data breach following a ransom demand received after attackers gained access to some of the company's IT systems.","Unknown","Manufacturing","Cyber Crime","IT","Link"
"33","20/03/2023","-","-","Kimsuky (aka Thallium, Velvet Chollima)","Users in South Korea","A joint cybersecurity advisory from the German Federal Office for the Protection of the Constitution (BfV) and the National Intelligence Service of the Republic of Korea (NIS) warns about Kimsuky's use of Chrome extensions to steal target's Gmail emails.","Targeted Attack","Individual","Cyber Espionage","KR","Link"
"34","20/03/2023","17/03/2023","17/03/2023","?","Lansing Community College","The Lansing Community College brings systems back online after experiencing a cyberattack that cut off campus Wi-Fi and forced the school to temporarily cancel its online courses.","Unknown","Education","Cyber Crime","US","Link"
"35","20/03/2023","-","-","REF2924","Organizations in southern and southeast Asia","Researchers from Elastic discover Naplistener, a novel data-stealing malware with high capabilities to evade detection.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"36","20/03/2023","During the previous week","During the previous week","Chinese Military","Qantas","Australian airline Qantas issues standing orders to its pilots advising them that some of its fleet experienced interference on VHF stations from sources purporting to be the Chinese Military.","VHF Interference","Transportation and storage","Cyber Warfare","AU","Link"
"37","20/03/2023","-","-","Mispadu","Banking users Chile, Mexico, Peru and Portugal","Researchers from Metabase Q discover twenty different spam campaigns relying on the Mispadu banking Trojan were discovered targeting victims in Chile, Mexico, Peru and Portugal.","Malware","Finance and insurance","Cyber Crime","CL MX PE PT","Link"
"38","20/03/2023","20/03/2023","20/03/2023","?","News24 Twitter account","The Twitter account of one of the leading news channels in India – News24 – is the victim of a cryptocurrency scheme, with attackers breaching their security to post phishing links of a fake XRP drop.","Account Takeover","Information and communication","Cyber Crime","IN","Link"
"39","20/03/2023","During July 2022","During July 2022","?","Oklahoma City University (OCU)","Oklahoma City University (OCU) files a notice of data breach after learning that a cyberattack compromised the security of current and former students and employees,","Unknown","Education","Cyber Crime","US","Link"
"40","20/03/2023","20/03/2023","20/03/2023","?","Shoreline Community College","A ransomware attack forces the majority of Shoreline Community College students and staff to transition to remote work.","Malware","Education","Cyber Crime","US","Link"
"41","20/03/2023","20/03/2023","20/03/2023","?","Consejo Nacional de Supervisión del Sistema Financiero (CONASSIF)","The website of the Costa Rican Consejo Nacional de Supervisión del Sistema Financiero (CONASSIF) is defaced.","Defacement","Finance and insurance","Cyber Crime","CR","Link"
"42","21/03/2023","21/03/2023","21/03/2023","pro-Russia Threat Actors","Skylink","M7 Group’s Czech and Slovak operator Skylink is the victim of a DDoS attack by Russian threat actors.","DDoS","Information and communication","Hacktivism","CZ SK","Link"
"43","21/03/2023","-","-","Clop (AKA Cl0p)","Saks Fifth Avenue","The Clop ransomware gang claims to have attacked Saks Fifth Avenue on its dark web leak site.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Wholesale and retail","Cyber Crime","US","Link"
"44","21/03/2023","Since at least September 2021","During October 2022","Bad Magic (State-sponsored threat actor)","Government, agriculture and transportation organizations located in the Donetsk, Lugansk, and Crimea regions","Researchers from Kaspersky discover a campaign targeting government, agriculture and transportation organizations located in the Donetsk, Lugansk, and Crimea regions via a previously unseen malicious framework called CommonMagic and a new backdoor called PowerMagic.","Targeted Attack","Multiple Industries","Cyber Espionage","UA","Link"
"45","21/03/2023","-","-","?","Multiple organizations","Researchers from Sucuri discover a new credit card stealing campaign hiding the malicious code inside the 'Authorize.net' payment gateway module for WooCommcerce, to evade detection by security scans.","Malicious Script Injection","Wholesale and retail","Cyber Crime",">1","Link"
"46","21/03/2023","-","-","?","Android users","Google suspends the Chinese shopping app Pinduoduo on its app store after malware was discovered in versions of the app from other sources.","Malware","Individual","Cyber Crime",">1","Link"
"47","21/03/2023","Since early January 2023","Early January 2023","Nexus","Android Banking users","Researchers from Cleafy discover Nexus, and Android malware able to perform account takeover (ATO) attacks against more than 450 financial applications.","Malware","Finance and insurance","Cyber Crime",">1","Link"
"48","21/03/2023","From January 2022 to January 2023","During 2022","?","Job seekers in Middle East","Researchers from Group-IB discover a campaign leveraging more than 2400 scam pages targeting Arabic-speaking job seekers in 13 countries","Account Takeover","Individual","Cyber Crime",">1","Link"
"49","21/03/2023","During February and March 2023","-","APT37 (AKA ScarCruft or Temp.Reaper)","Individuals in various South Korean organizations","Researchers from Zscaler discover a new campaign by the North Korean APT27 threat actor, using weaponized Microsoft Compiled HTML Help (CHM) files to download additional malware onto targeted machines.","Targeted Attack","Multiple Industries","Cyber Espionage","KR","Link"
"50","21/03/2023","'Recently'","'Recently'","SideCopy APT","India's Defense Research and Development Organization (DRDO)","Security researchers from Cyble discover a new campaign by the Pakistani cyberespionage group SideCopy APT employing fresh tactics to target workers at India's Defense Research and Development Organization and steal sensitive military secrets.","Targeted Attack","Public admin and defence, social security","Cyber Espionage","IN","Link"
"51","21/03/2023","17/11/2022","17/11/2022","?","Top of the World Ranch Treatment Center","Top of the World Ranch Treatment Center discloses a healthcare data breach that stemmed from unauthorized access to one business email account.","Account Takeover","Human health and social work","Cyber Crime","US","Link"
"52","22/03/2023","Since 14/03/2023","During March 2023","?","Facebook users","Researchers from Guardio Labs discover a trojanized version of the legitimate ChatGPT extension for Chrome, called FakeGPT, gaining popularity on the Chrome Web Store, accumulating over 9,000 downloads while stealing Facebook accounts.","Malware","Individual","Cyber Crime",">1","Link"
"53","22/03/2023","-","-","?","Multiple organizations","Researchers from Phylum discover 'onyxproxy', a malicious package on PyPI uses Unicode as an obfuscation technique to evade detection while stealing and exfiltrating developers' account credentials and other sensitive data from compromised devices.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"54","22/03/2023","'Recently'","'Recently'","?","Municipal government organization","InQuest Labs analysts detect a phishing attack discovered by a municipal government organization, hosting the phishing pages on Raven and Microsoft Azure.","Account Takeover","Public admin and defence, social security","Cyber Crime","N/A","Link"
"55","22/03/2023","-","-","Clop (AKA Cl0p)","AvidXchange","Payment software startup AvidXchange joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Professional, scientific and technical","Cyber Crime","US","Link"
"56","22/03/2023","-","-","Clop (AKA Cl0p)","Galderma","Swiss pharmaceutical giant Galderma joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Professional, scientific and technical","Cyber Crime","CH","Link"
"57","22/03/2023","-","-","Clop (AKA Cl0p)","ITx Companies","Healthcare call center provider ITx Companies joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Administration and support service","Cyber Crime","US","Link"
"58","22/03/2023","-","-","Clop (AKA Cl0p)","Brightline","Child mental health startup Brightline joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Human health and social work","Cyber Crime","US","Link"
"59","22/03/2023","-","-","Clop (AKA Cl0p)","Emerald Expositions","Events planner Emerald Expositions joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Administration and support service","Cyber Crime","US","Link"
"60","22/03/2023","-","-","Clop (AKA Cl0p)","MedMinder","MedMinder joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Administration and support service","Cyber Crime","US","Link"
"61","22/03/2023","-","-","Clop (AKA Cl0p)","Onex","Private equity firm Onex joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Finance and insurance","Cyber Crime","CA","Link"
"62","22/03/2023","-","-","Clop (AKA Cl0p)","Homewood Health","Rehab and mental health provider Homewood Health joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Human health and social work","Cyber Crime","CA","Link"
"63","22/03/2023","-","-","Clop (AKA Cl0p)","Guinness Partnership","England-based affordable housing provider Guinness Partnership joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Real estate","Cyber Crime","UK","Link"
"64","22/03/2023","-","-","Clop (AKA Cl0p)","Avidia Bank","Retail banking company Avidia Bank joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Finance and insurance","Cyber Crime","US","Link"
"65","22/03/2023","-","-","Clop (AKA Cl0p)","Medex Healthcare","Medex Healthcare joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Administration and support service","Cyber Crime","US","Link"
"66","22/03/2023","-","-","Clop (AKA Cl0p)","Cornerstone Home Lending","Cornerstone Home Lending joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Finance and insurance","Cyber Crime","US","Link"
"67","22/03/2023","-","-","Clop (AKA Cl0p)","Grupo Vanti","Colombian energy giant Grupo Vanti joins the list of the victims of the Clop ransomware attack carried out exploiting the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Electricity, gas steam, air conditioning","Cyber Crime","CO","Link"
"68","22/03/2023","-","-","?","Undisclosed Insurance Firm","Researchers from Abnormal Security reveal the details of an attempted $36M Business Email Compromise attack against an insurance firm.","Business Email Compromise","Finance and insurance","Cyber Crime","N/A","Link"
"69","22/03/2023","17/03/2023","17/03/2023","?","Alliance Healthcare","Alliance Healthcare, the fourth largest pharmaceutical distributor in Spain, is hit with a cyber attack.","Unknown","Wholesale and retail","Cyber Crime","ES","Link"
"70","22/03/2023","-","-","Kritec","Multiple organizations","Researchers from Malwarebytes discover a web skimming campaign carried out through a new skimmer dubbed Kritec, targeting Magento stores and abusing Google Tag Manager.","Malicious Script Injection","Wholesale and retail","Cyber Crime",">1","Link"
"71","22/03/2023","Since Late November 2022","During Late November 2022","AiD Lock aka DarkBLUP","Multiple organizations","Researchers from Intel471 discover AresLoader, a new loader malware-as-a-service (MaaS) offered by threat actors with links to Russian hacktivism, offering a “binder” tool that allows users to masquerade their malware as legitimate software.","Malware","Multiple Industries","Hacktivism",">1","Link"
"72","22/03/2023","-","31/01/2023","?","US Wellness","US Wellness files a notice of data breach after learning that a data security incident at one of the company’s vendors compromised certain customers’ protected health information.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Professional, scientific and technical","Cyber Crime","US","Link"
"73","22/03/2023","22/03/2023","22/03/2023","NoName057(16)","Italian Ministry of Infrastructure and Transport","The Italian Ministry of Infrastructure and Transport is taken down by a DDoS attack launched by the pro-Russian hacktivists of the NoName057(16) collective.","DDoS","Public admin and defence, social security","Hacktivism","IT","Link"
"74","23/03/2023","-","20/03/2023","Clop (AKA Cl0p)","City of Toronto","The City of Toronto appears among Clop ransomware gang's latest victims hit in the ongoing GoAnywhere hacking spree.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Public admin and defence, social security","Cyber Crime","CA","Link"
"75","23/03/2023","-","-","Clop (AKA Cl0p)","Virgin Red","Virgin Red, the Virgin Rewards program, appears among Clop ransomware gang's latest victims hit in the ongoing GoAnywhere hacking spree.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Arts entertainment, recreation","Cyber Crime","UK","Link"
"76","23/03/2023","-","-","Clop (AKA Cl0p)","UK’s Pension Protection Fund (PPF)","The UK’s Pension Protection Fund (PPF) appears among Clop ransomware gang's latest victims hit in the ongoing GoAnywhere hacking spree.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Finance and insurance","Cyber Crime","UK","Link"
"77","23/03/2023","-","-","Clop (AKA Cl0p)","Munich Re","Munich Re, the German insurance company, appears among Clop ransomware gang's latest victims hit in the ongoing GoAnywhere hacking spree.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Finance and insurance","Cyber Crime","DE","Link"
"78","23/03/2023","-","Early February 2023","Clop (AKA Cl0p)","Procter & Gamble (P&G)","Procter & Gamble (P&G) appears among Clop ransomware gang's latest victims hit in the ongoing GoAnywhere hacking spree.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Finance and insurance","Cyber Crime","DE","Link"
"79","23/03/2023","-","-","Clop (AKA Cl0p)","Volaris","Mexican airline Volaris appears among Clop ransomware gang's latest victims hit in the ongoing GoAnywhere hacking spree.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Transportation and storage","Cyber Crime","MX","Link"
"80","23/03/2023","-","-","Clop (AKA Cl0p)","Gray Television","US-based TV network Gray Television appears among Clop ransomware gang's latest victims hit in the ongoing GoAnywhere hacking spree.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Transportation and storage","Cyber Crime","US","Link"
"81","23/03/2023","-","-","Clop (AKA Cl0p)","Pluralsight","Pluralsight appears among Clop ransomware gang's latest victims hit in the ongoing GoAnywhere hacking spree.","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Education","Cyber Crime","US","Link"
"82","23/03/2023","Since November 2022","After November 2022","BlackGuard stealer","Multiple organizations","Researchers from AT&T Alien Labs discover a new variant of the BlackGuard stealer, featuring new capabilities like USB propagation, persistence mechanisms, loading additional payloads in memory, and targeting additional crypto wallets.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"83","23/03/2023","-","-","Emotet","U.S. taxpayers","Researchers from Malwarebytes and Palo Alto Networks discover a new Emotet phishing campaign targeting U.S. taxpayers by impersonating W-9 tax forms allegedly sent by the Internal Revenue Service and partner companies.","Malware","Individual","Cyber Crime","US","Link"
"84","23/03/2023","-","-","?","At least 1600 individuals across Europe, the US and other countries","Researchers from Kaspersky discover a novel phishing scam relying on legitimate servers from Microsoft’s collaborative platform SharePoint, targeting at least 1600 individuals across Europe, the US and other countries using a native notification mechanism.","Account Takeover","Individual","Cyber Crime",">1","Link"
"85","23/03/2023","-","-","?","City of Oak Ridge","The city of Oak Ridge in Tennessee reveals that city officials are working with law enforcement and cybersecurity experts to deal with a ransomware attack affecting its technology systems.","Malware","Public admin and defence, social security","Cyber Crime","US","Link"
"86","23/03/2023","10/03/2023","10/03/2023","?","Walsall Healthcare NHS Trust","The Walsall Healthcare NHS Trust, which runs Walsall Manor Hospital, discloses that it has been impacted by a “contained” cyber incident.","Unknown","Human health and social work","Cyber Crime","UK","Link"
"87","23/03/2023","'Early this week'","'Early this week'","?","Wisconsin Court System","Wisconsin Court System is hit with a DDoS attack.","DDoS","Public admin and defence, social security","Cyber Crime","US","Link"
"88","23/03/2023","During Q1 2023","During Q1 2023","Chinese threat actors (linked to APT41 and Gallium?)","Telecommunication providers in the Middle East","Researchers from Sentinel One reveal the details of 'Operation Tainted Love', an operation carried out by a Chinese threat actor linked to APT41 and Gallium, targeting telecommunication providers in the Middle East","Targeted Attack","Information and communication","Cyber Espionage",">1","Link"
"89","23/03/2023","03/01/2023","23/01/2023","?","iD Tech","Attackers steal the personal data of about one million of users from kids’ tech coding camp iD Tech.","Unknown","Education","Cyber Crime","US","Link"
"90","23/03/2023","-","-","?","At least 1600 individuals across Europe, the US and other countries","Researchers from Kaspersky discover a novel phishing scam relying on legitimate servers from Microsoft’s collaborative platform SharePoint, targeting at least 1600 individuals across Europe, the US and other countries using a native notification mechanism.","Account Takeover","Individual","Cyber Crime",">1","Link"
"91","23/03/2023","During 2022","During 2022","?","Over 51,000 websites","Researchers from Palo Alto Networks reveal the details of an ongoing widespread malicious JavaScript (JS) injection campaign that redirects victims to malicious content such as adware and scam pages.","Malicious Script Injection","Wholesale and retail","Cyber Crime",">1","Link"
"92","23/03/2023","Mid-February 2023","Mid-February 2023","?","Instagram users from various countries including the UK, Australia, France, Spain, and Poland","Researchers from Avast discover a new scam, using fake SHEIN gift cards as lure, and targeting Instagram users from various countries including the UK, Australia, France, Spain, and Poland.","Instagram Scam","Individual","Cyber Crime","AU ES FR UK PL >1","Link"
"93","23/03/2023","Since March 2023","During March 2023","Cinoshi","Multiple organizations","Researchers from Cyble discover a new Malware-as-a-Service (MaaS) platform called “Cinoshi”, consisting of a stealer, botnet, clipper, and cryptominer.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"94","23/03/2023","23/03/2023","23/03/2023","NoName057(16)","Italian Constitutional Court","The pro-Russian collective takes down the website of the Italian Constitutional Court.","DDoS","Public admin and defence, social security","Hacktivism","IT","Link"
"95","24/03/2023","'Recently'","'Recently'","Bitter APT","Various Chinese nuclear energy companies and academics related to that field.","Researchers from Intezer disclose a cyber espionage campaign carried out by the group tracked as 'Bitter APT' targeting the Chinese nuclear energy industry using phishing emails to infect devices with malware downloaders.","Targeted Attack","Electricity, gas steam, air conditioning","Cyber Espionage","CN","Link"
"96","24/03/2023","-","-","?","Multiple organizations in the U.S.","The Federal Bureau of Investigation warns companies in the U.S. of threat actors using tactics similar to business email to steal various goods from vendors.","Business Email Compromise","Multiple Industries","Cyber Crime","US","Link"
"97","24/03/2023","-","-","?","Individuals","Researchers from Uptycs discover a new info-stealing malware named MacStealer, targeting Mac users, stealing their credentials stored in the iCloud KeyChain and web browsers, cryptocurrency wallets, and potentially sensitive files.","Malware","Individual","Cyber Crime",">1","Link"
"98","24/03/2023","-","-","Clop (AKA Cl0p)","Government of Tasmania","The Clop ransomware gang adds the government of Tasmania to its list of organizations breached via the CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability,","CVE-2023-0669 Fortra GoAnywhere MFT Vulnerability","Public admin and defence, social security","Cyber Crime","AU","Link"
"99","24/03/2023","-","-","?","University of New Orleans","The University of New Orleans restores its network after the Louisiana State Police said it found evidence that their systems had been compromised.","Unknown","Education","Cyber Crime","US","Link"
"100","24/03/2023","-","-","?","LSU Agricultural Center","The LSU Agricultural Center restores its network after the Louisiana State Police said it found evidence that their systems had been compromised.","Unknown","Education","Cyber Crime","US","Link"
"101","24/03/2023","-","-","?","Nunez Community College","The Nunez Community College restores its network after the Louisiana State Police said it found evidence that their systems had been compromised.","Unknown","Education","Cyber Crime","US","Link"
"102","24/03/2023","-","-","?","River Parishes Community College","The River Parishes Community College restores its network after the Louisiana State Police said it found evidence that their systems had been compromised.","Unknown","Education","Cyber Crime","US","Link"
"103","24/03/2023","-","-","?","Southern University at Shreveport","The Southern University at Shreveport restores its network after the Louisiana State Police said it found evidence that their systems had been compromised.","Unknown","Education","Cyber Crime","US","Link"
"104","24/03/2023","01/02/2023","04/02/2023","?","NCB Management Services","Nearly half a million people have their sensitive financial information leaked during a cyberattack on NCB Management Services – a company that purchases debt.","Unknown","Finance and insurance","Cyber Crime","US","Link"
