07/01/23,The Serbian government announces that the website and IT infrastructure of its Ministry of Internal Affairs has been hit by several “massive” distributed denial-of-service (DDoS) attacks.,DDoS,RS
08/01/23,"Fruttagel, an Italian food company suffers a BlackCat ransomware attack and has 720 Gb of data leaked.",Malware,IT
09/01/23,"Threat actors abuse an open redirect on the official website of the United Kingdom's Department for Environment, Food & Rural Affairs (DEFRA) to direct visitors to fake OnlyFans adult dating sites.",Account Takeover,UK
09/01/23,"Des Moines Public Schools, the largest school district in Iowa, cancels all classes after taking all networked systems offline in response to ""unusual activity"" detected on its network.",Unknown,US
09/01/23,Researchers from Trend Micro reveal that the Gootkit loader malware operators are running a new SEO poisoning campaign that abuses VLC Media Player to infect Australian healthcare entities with Cobalt Strike beacons.,Malvertising,AU
09/01/23,"Gen Digital, formerly Symantec Corporation and NortonLifeLock, sends data breach notifications to customers, informing them that threat actors have successfully breached Norton Password Manager accounts in credential-stuffing attacks.",Credential Stuffing,US
09/01/23,"About 1,000 vessels are affected by a ransomware attack against DNV, a major software supplier for ships.",Malware,NO
09/01/23,San Francisco’s Bay Area Rapid Transit (BART) investigates an alleged ransomware attack after the Vice Society ransomware gang claimed to have attacked the agency.,Malware,US
09/01/23,Researchers from Avanan discover an extensive credential-harvesting campaign leveraging Facebook copyright infringement notices to steal enterprise credentials.,Account Takeover,>1
09/01/23,Researchers from Malwarebytes discover a new crypto-theme skimmer dubbed mr.SNIFFA.,Malicious script injection,>1
09/01/23,"CyberOptics Corporation hit by SchoolBoysGang ransomware group, exfiltrate 650 GB of data.",Malware,US
10/01/23,"Researchers from ESET discover a new campaign by the StrongPity APT group, distributing a fake Shagle chat app that is a trojanized version of the Telegram for Android app with an added backdoor.",Targeted Attack,?
10/01/23,Researchers from Crowdstrike reveal that the financially motivated threat actor tracked as Scattered Spider was observed attempting to deploy Intel Ethernet diagnostics drivers in a BYOVD (Bring Your Own Vulnerable Driver) attack to evade detection from EDR (Endpoint Detection and Response) security products.,Vulnerability,>1
10/01/23,"The Cybersecurity and Infrastructure Security Agency (CISA) adds CVE-2023-21674, a recently revealed bug to its known exploited vulnerability after Microsoft confirmed it was being used in attacks.",Vulnerability,US
10/01/23,"The Japanese customers of two large insurance companies, Aflac and Zurich, have their personal information leaked after the breach of a third-party service provider. it is unclear if the breaches are related and the service provider is the same.",Vulnerability in a file transfer server,JP
10/01/23,The pro-Russian group NoName057(16) launches a DDoS attack against the websites of Denmark's central bank and seven private banks in the country.,DDoS,DK
10/01/23,"The British company Morgan Advanced Materials, which produces ceramic and carbon parts used in semiconductor manufacturing, files a cyber security incident notice.",Unknown,UK
10/01/23,"Third-party administrator of insurance products Bay Bridge Administrators (BBA) informs roughly 250,000 individuals that their personal information might have been compromised in a September 2022 data breach.",Unknown,US
10/01/23,"Researchers from Qihoo Netlab 360 report that unidentified threat actors are using a new backdoor, named xdr33, based on the US CIA’s Project Hive malware suite.",Malware,>1
10/01/23,"The U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds two new vulnerabilities, CVE-2022-41080 and CVE-2022-41082 to its Known Exploited Vulnerabilities Catalog.",vulnerabilities,US
10/01/23,"Community Psychiatry Management, which does business under the name Mindpath Health, files notice of a data breach after discovering that an unauthorized party was able to gain access to two employee email accounts containing confidential patient information",Account Takeover,US
10/01/23,Quality Behavioral Health reports a hacking incident that has affected 500 individuals.,Unknown,US
10/01/23,Captify Health starts notifying users of its Your Patient Advisor online service that their sensitive information has been exposed and obtained by unauthorized individuals.,Unknown,US
10/01/23,"Threat actors claim to have a database with over 140k email addresses and corresponding passwords from the American Institute of Certified Public Accountants (AICPA), however the organization denies the breach.",Unknown,US
10/01/23,"Researchers from Cybereason reveal the details of a recent IcedID malware attack where the threat actor compromised the Active Directory domain of an unnamed target less than 24 hours after gaining initial access, while also borrowing techniques from other groups like Conti to meet its goals.",Malware,?
10/01/23,The GhostSec leaks 845 MB of data from the webmail of gov.br.,Unknown,BR
11/01/23,"In name of OpRussia, the Anonymous affiliate GhostSec claims to have carried out a ransomware attack against a remote terminal unit used in ICS environments.",Malware,BY
11/01/23,Researchers from Group-IB discover a new series of campaign carried out by the Dark Pink APT group carried out with a custom malware toolkit.,Targeted Attack,BA-ID-KH-MY-PH-VN
11/01/23,"The Royal Mail stops its international shipping services due to ""severe service disruption"" caused by what it described as a ""cyber incident.""",Malware,UK
11/01/23,"Cisco warn customers today of CVE-2023-20025 and CVE-2023-20026, two critical authentication bypass vulnerabilities with public exploit code affecting multiple end-of-life (EoL) VPN routers.",CVE-2023-20025 and CVE-2023-20026 vulnerabilities,?
11/01/23,"Fortinet says unknown attackers exploited CVE-2022-42475, a FortiOS SSL-VPN zero-day vulnerability patched last month in attacks against government organizations and government-related targets.",Vulnerability,?
11/01/23,Researchers from Deep Instinct reveal that operators of the StrRAT and Ratty remote access trojans (RAT) are running a new campaign using polyglot MSI/JAR and CAB/JAR files to evade detection from security tools.,Malware,>1
11/01/23,A phishing campaign takes advantage of Russian concerns about mobilization to steal credentials through malicious links.,Account Takeover,RU
11/01/23,TruConnect files notice of a data breach after learning that an unauthorized party was able to access confidential consumer data stored on the company’s computer network.,Unknown,US
11/01/23,West Oaks Eyecare discloses a ransomware incident.,Malware,US
11/01/23,"Researchers from Bitdefender discover a new campaign delivering the surveillance spyware EyeSpy, targeting users of 20Speed VPN, an Iranian-based VPN service.",Malware,IR
11/01/23,"Nearly 16,000 students and 1,200 staff at Okanagan College are unable to access campus network services after a cyber attack.",Unknown,CA
11/01/23,The Sistema Integral De Control Alimentario (SICA) is hit with a cyber attack.,Unknown,VE
11/01/23,The Court of Justice of the State of Pará suffers a cyberattack.,Unknown,BR
12/01/23,The pro-Russian group NoName057(16) launches a DDoS campaign against multiple websites owned by the 2023 Czech presidential election candidates.,DDoS,CZ
12/01/23,Europol takes down multiple call centers across Europe controlled by a criminal organization involved in online investment fraud.,Crypto scam,>1
12/01/23,Cryptocurrency wallet provider MetaMask warns users of a new scam called 'Address Poisoning' used to trick users into sending funds to a scammer rather than an intended recipient.,Crypto scam,>1
12/01/23,"Microsoft says that Cuba ransomware threat actors are hacking Microsoft Exchange servers unpatched against CVE-2022-41080 AKA OWASSRF, a critical server-side request forgery (SSRF) vulnerability also exploited in Play ransomware attacks.",Malware,>1
12/01/23,"Daniel Milisic, a Canadian systems security consultant, discovers that the T95 Android TV box purchased from Amazon was pre-loaded with persistent, sophisticated malware baked into its firmware.",Malware,>1
12/01/23,"Threat actors are actively exploiting CVE-2022-44877, a critical vulnerability patched recently in Control Web Panel (CWP), a tool for managing servers formerly known as CentOS Web Panel.",CVE-2022-44877 Vulnerability,>1
12/01/23,"The Liquor Control Board of Ontario (LCBO), a Canadian government enterprise and the country's largest beverage alcohol retailer, reveals that unknown attackers had breached its website to inject malicious code designed to steal customer and credit card information at check-out.",Malicious script injection,CA
12/01/23,"NFT Investments, a British company that invests in companies developing non-fungible tokens (NFTs), announces that it lost $250,000 of assets in a cyberattack.",Account Takeover,UK
12/01/23,"Hayward Sisters Hospital, which operates under the name St. Rose Hospital, files notice of a data breach after learning that an unauthorized party accessed and removed files containing sensitive patient information from its computer network.",Unknown,US
12/01/23,"Researchers from Cyble discover a new infostealer, named Rhadamanthys Stealer, delivered via website redirects from Google Ads that pose as download sites for popular remote-workforce software, such as Zoom and AnyDesk.",Malware,>1
12/01/23,The City Council of Durango reports to be “completely paralyzed” by a cyberattack.,Malware,ES
12/01/23,"The Quintana Roo Attorney General’s Office appears to have suffered a data leak after a file with 7,910 complaints is published on a popular hacking forum.",Unknown,MX
13/01/23,"Email marketing firm MailChimp suffers another breach after hackers accessed an internal customer support and account administration tool, allowing the threat actors to access the data of 133 customers.",Account Takeover,US
13/01/23,"Solaris, a large darknet marketplace focused on drugs and illegal substances, is taken over by a smaller competitor named 'Kraken,' who claims to have hacked.",Undisclosed Vulnerabilities,?
13/01/23,A hacktivist group named Enlace Hacktivist leaks 1.7TB of data of Cellebrite.,Unknown,IL
13/01/23,The same hacktivist group Enlace Hacktivist leaks some data from the Swedish forensic firm MSAB.,Unknown,SE
13/01/23,"Home Care Providers of Texas discloses a ransomware incident affecting more than 124,000 individuals.",Malware,US
13/01/23,The Clop AKA Cl0p ransomware gang adds the New York City Bar Association to their leak site today.,Malware,US
13/01/23,Jefferson County Health Center d/b/a Jefferson County Health Department files notice of a data breach after learning that confidential patient information entrusted to the organization had been compromised in a recent cyberattack.,Unknown,US
14/01/23,Researchers from Fortinet reveal that a threat actor has uploaded to the PyPI (Python Package Index) repository three malicious packages that carry code to drop the Wacatac info-stealing malware on developers' systems.,Malware,>1
15/01/23,"Unknown threat actors set up fake websites for popular free and open-source software, such as VLC, 7-Zip, CCleaner, to promote malicious downloads through advertisements in Google search results.",Malware,>1
15/01/23,"Threat actors are exploiting CVE-2022-46169, a critical bug in Cacti to install malware, open reverse shells.",CVE-2022-46169 vulnerability,>1
15/01/23,Threat actors disrupt the 24 Hours of Le Mans Virtual esports event.,DDoS,FR
15/01/23,"The website for ODIN Intelligence, a company that provides technology and tools for law enforcement and police departments, is defaced.",Defacement,US
15/01/23,A non-fungible token (NFT) influencer who goes by ‘NFT God’ on Twitter loses all his digital assets after downloading a fake video streaming application laden with malware.,Malware,?
25/01/23,Andrews McMeel Universal (AMU) files a notice of data breach with the Attorney General of New Hampshire after discovering that an unauthorized party was able to access confidential consumer information maintained on the company’s IT network.,Unknown,US
16/01/23,"The Vice Society ransomware claims responsibility for a November 2022 cyberattack on the University of Duisburg-Essen (UDE) and also leaks files they claim to have stolen from the university during the breach, exposing potentially sensitive details about the university's operations, students, and personnel.",Malware,DE
16/01/23,Nissan North America begins sending data breach notifications informing customers of a breach at a third-party service provider that exposed customer information.,Misconfiguration,?
16/01/23,"Numerous Danish smartphone users report suspicious SMS-type content originating from a questionable source, allegedly related to Danske Spil, a gambling site.",Malware,DK
17/01/23,Attackers setup up fake websites for popular free and open-source software to promote malicious downloads through advertisements in Google search results.,Malware,>1
17/01/23,Researchers at Rapid7 reveal that a critical remote code execution (RCE) vulnerability affecting multiple Zoho ManageEngine products (CVE-2022-47966) is now being exploited in attacks.,CVE-2022-47966 Vulnerability,>1
17/01/23,Costa Rica’s Ministry of Public Works and Transport (MOPT) says in a statement that it suffered a ransomware attack encrypting 12 of its servers.,Malware,CR
17/01/23,Mscripts files notice of a data breach after determining confidential consumer information entrusted to the company was accessible by an unauthorized party.,Unknown,US
17/01/23,"The University of Colorado Hospital Authority (“UCHealth”) files notice of a data breach after learning about a cybersecurity incident at one of the organization’s vendors, Diligent Corporation.",Unknown,US
17/01/23,Researchers from Trend Micro discover an active campaign using Middle Eastern geopolitical-themed lures to distribute NjRAT (also known as Bladabindi) has been spotted infecting victims across the Middle East and North Africa.,Targeted Attack,>1
17/01/23,Researchers at Sonatype reveal that during December 2022 they uncovered 422 malicious npm packages focused mainly on data exfiltration via typosquatting or “dependency confusion attacks.,Malware,>1
17/01/23,Embattled cryptocurrency exchange FTX claims that $415m worth of digital currency has been stolen by hackers.,Unknown,?
17/01/23,Researchers from Trend Micro discover multiple campaigns distributing the Batloader malware.,Malware,>1
17/01/23,Researchers from IBM X-Force discover a PoS malware using Discord as the command and control infrastructure.,Malware,?
18/01/23,A group of Russian hacktivists going by the name “Genesis Day” claims it attacked Samsung’s offices in South Korea because of the country’s recent opening of a mission to the North Atlantic Treaty Organization (NATO). The group said it hacked the internal File Transfer Protocol service of the Samsung Group in South Korea as well as the internal employee system and the Samsung Group intranet.,Unknown,KR
18/01/23,The Computer Emergency Response Team of Ukraine (CERT-UA) links a destructive malware attack targeting the country's national news agency (Ukrinform) to Sandworm Russian military hackers.,Malware,UA
18/01/23,"Yum! Brands, the fast food brand operator of KFC, Pizza Hut, Taco Bell, and The Habit Burger Grill fast-food restaurant chains, is targeted by a ransomware attack that forces the closure of 300 locations in the United Kingdom.",Malware,UK
18/01/23,"PayPal sends out data breach notifications to approximately 35,000 users who had their accounts accessed through credential stuffing attacks that exposed some personal data.",Credential Stuffing,US
18/01/23,"Farmers Investment Company (FICO), doing business as Green Valley Pecan Company, files notice of a data breach after learning that an unauthorized party was able to access confidential consumer information stored on the company’s computer network.",Unknown,US
18/01/23,Researchers from Palo Alto Networks discover a new campaign by APT15 targeting the Iranian government.,Targeted Attack,IR
18/01/23,Researchers from Zerofox discover an uptick in layoffs across industries has seen increased efforts by threat actors to target job seekers with employment scams.,Account Takeover,>1
18/01/23,"The School District 42 has 19,126 records released in a breach when the documents appear to have been uploaded to a popular hacker forum.",Account Takeover,US
18/01/23,Researchers from Cyble discover a new campaign distributing the Aurora infostealer in disguise of legitimate applications.,Malware,>1
18/01/23,"Lorenzi, an Italian manufacturer of microfiber products for the shoes industry, is paralyzed by a ransomware attack.",Unknown,IT
19/01/23,T-Mobile discloses a new data breach after a threat actor stole the personal information of 37 million current postpaid and prepaid customer accounts through one of its Application Programming Interfaces (APIs).,API Vulnerability,US
19/01/23,"Researchers at HUMAN disclose a massive ad fraud operation dubbed 'Vastflux' that spoofed more than 1,700 applications from 120 publishers, mostly for iOS.",Malvertising,>1
19/01/23,"Researchers from Kaspersky reveal that Roaming Mantis malware distribution campaign has updated Wroba.o/XLoader, its Android malware to include a DNS changer that modifies DNS settings on vulnerable WiFi routers to spread the infection to other devices.",Malware,>1
19/01/23,"Researchers at ThreatFabric discover Hook, a new Android malware sold by cybercriminals that can remotely take over mobile devices in real-time using VNC (virtual network computing).",Malware,>1
19/01/23,The Guildford County School is hit with a Vice Society ransomware attack.,Malware,UK
19/01/23,Qulliq Energy Corporation (QEC) in Canada’s Nunavut territory suffers a cyber attack that cripples the company’s administrative offices.,Unknown,CA
19/01/23,Hospital technology giant NextGen Healthcare said it is responding to a cyberattack after a the ALPHV AKA BlackCat ransomware group adds the company to its list of victims.,Malware,US
19/01/23,Fresh Del Monte is added to the list of victims of the ALPHV AKA BlackCat ransomware group,Malware,US
19/01/23,PharmaCare Services is added to the list of victims of the ALPHV AKA BlackCat ransomware group,Malware,US
19/01/23,Customer service solutions provider Zendesk suffers a data breach that resulted from employee account credentials getting phished by hackers.,Account Takeover,US
19/01/23,Researchers at Abnormal Security detect multiple campaigns in which threat actors use HR policy announcements and benefits updates to lure victims and steal employees credentials.,Account Takeover,>1
19/01/23,Researchers from SentinelOne report an increase in malicious search engine advertisements (SEO Poisoning) in recent weeks.,Malvertising,>1
19/01/23,Researchers from Sucuri discover a malicious campaign targeting vulnerable WordPress sites via a database injection with two different pieces of malware.,Malicious script injection,>1
19/01/23,Researchers from Fortinet discover a new variant of the CrySIS/Dharma ransomware.,Malware,>1
19/01/23,"Researchers from Cyble discover a new campaign where threat actors are distributing a new Android malware, named Gigabud, impersonating government agencies, financial institutions, and other organizations from Thailand, Peru, and the Philippines.",Malware,PE-PH-TH
19/01/23,Researchers from Minerva discover a new version of the Remcos RAT being dropped via an NSIS installer file.,Malware,>1
20/01/23,"Researchers from Mandiant reveal that suspected Chinese hackers exploited CVE-2022-42475, a recently disclosed FortiOS SSL-VPN vulnerability as a zero-day in December, targeting a European government with a new custom 'BOLDMOVE' Linux and Windows malware.",Vulnerability,?
20/01/23,"Researchers from Mandiant reveal that suspected Chinese hackers exploited CVE-2022-42475, a recently disclosed FortiOS SSL-VPN vulnerability as a zero-day in December, targeting an African MSP with a new custom 'BOLDMOVE' Linux and Windows malware.",Vulnerability,?
20/01/23,"Riot Games, the video game developer and publisher behind League of Legends and Valorant, says it will delay game patches after its development environment was compromised",Unknown,US
20/01/23,Livingston Memorial VNA Health Corporation files notice of a data breach after the company experienced what appears to have been a ransomware attack.,Malware,US
20/01/23,The Bank of Eastern Oregon files notice of a data breach after learning that employee email accounts containing confidential customer information were accessed by an unauthorized party.,Account Takeover,US
20/01/23,Members Trust of the Southwest Federal Credit Union files notice of a data breach after confirming that the confidential information of some bank customers was accessible by an unauthorized party.,Unknown,US
20/01/23,Researchers from Blackberry discover new attacks by the Gamaredon group leveraging the popular messaging app Telegram to strike military and law enforcement sectors in the country.,Targeted Attack,UA
20/01/23,"Researchers from Zscaler discover Album stealer, targeting  Facebook adult-only content seekers.",Malware,>1
20/01/23,Researchers from Blackberry discover a new wave of Emotet spam emails using social engineering lures to convince the victims to open the attachments.,Malware,>1
20/01/23,"Politriz, which sells cleaning, care and scented cleaning products, has been added to the LockBit 3.0 leak page.",Malware,BR
21/01/23,"A new campaign is using OneNote attachments in phishing emails that infect victims with remote access malware which can be used to install further malware, steal passwords, or even cryptocurrency wallets.",Malware,>1
21/01/23,"Grand Theft Auto (GTA) Online players report losing game progress, in-game money being stolen, and being banned from game servers due to an alleged vulnerability in the game's PC version.",Vulnerability,>1
21/01/23,"The threat actor tracked as DEV-0569 is using Google Ads in widespread, ongoing advertising campaigns to distribute malware, steal victims' passwords, and ultimately breach networks for ransomware attacks.",Malvertising,>1
21/01/23,The French Prison of Draguignan is hit with a cyber attack.,Unknown,FR
21/01/23,"The Instituto Federal Do Pará (IFPA), a public education institution in Brazil, is added to the leaks site of the ALPHV (BlackCat) ransomware gang.",Malware,BR
21/01/23,Renowned Italian clothing company the Benetton Group reportedly is hit with a cyberattack from an unknown threat group,Unknown,IT
23/01/23,"Researchers from Sekoia discover a phishing attack on Latvia’s Ministry of Defense carried out by the Russian Gamaredon group, pretending to be Ukrainian government officials.",Targeted Attack,LV
23/01/23,A new campaign abuses Google Ads invites to deliver email messages promoting spam and sex websites.,Malvertising,US
23/01/23,Researchers at Fortinet discover a phishing campaign using a variety of QR codes to target Chinese language users.,Account Takeover,CN
23/01/23,"Audifarma, a Colombian pharmacy chain, announces that it had been the victim of a cyber attack.",Unknown,CO
23/01/23,The Wawasee Community School Corporation is hit with a ransomware attack.,Malware,US
24/01/23,Researchers from SentinelOne discover a Chinese-speaking hacking group tracked as ‘DragonSpark’ employing SparkRAT and Golang source code interpretation to evade detection while launching espionage attacks against organizations in East Asia.,Targeted Attack,>1
24/01/23,"Researchers from Palo Alto Networks reveal that attackers have leveraged CVE-2021-35394, a critical remote code execution vulnerability in Realtek Jungle SDK to launch 134 million attacks trying to infect smart devices in the second half of 2022.",CVE-2021-35394 Vulnerability,>1
24/01/23,Bitwarden and other password manager users are being targeted in Google ads phishing campaigns to steal users' password vault credentials.,Malvertising,>1
24/01/23,"After Porsche cut its minting of a new NFT collection, threat actors fill the void by creating phishing sites that steal digital assets from cryptocurrency wallets.",Account Takeover,>1
24/01/23,"Language learning platform DuoLingo says it is investigating a post on a hacking forum offering information on 2.6 million customer accounts for $1,500.",Misconfiguration,US
24/01/23,"A database of 3.7 million users belonging to the Hilton Hotels Honors is leaked in a forum. After analyzing the sample, the company confirms the leaks contains approximately 500,000 Hilton Honors accounts without passwords or financial data.",Unknown,US
24/01/23,The Circleville Municipal Court is hit with a LockBit 3.0 ransomware attack.,Malware,US
24/01/23,"The National Power Transmission Company of Pakistan (NTDC) suffers a cyber attack allegedly carried out by the Indian SideWinder APT and as a result, the country suffers a nationwide blackout which leaves millions of people without power.",Targeted Attack,PK
24/01/23,"The ice rink operator Planet Ice suffers a data breach, and approximately 200,000 people have their details stolen.",Unknown,UK
